id,name,service_type,phone,owner_email,website_url,instagram,address,city,state,lat,lon,data_source,outreach_status,fetched_at
glsa:6685914638:brooklyn,Air Duct Co- Drywall & Painting,painter,(888) 802-4738,,https://www.google.com/localservices/profile?cs=0&q=Air+Duct+Co-+Drywall+%26+Painting&spp=Ej4KEgiO7Iv0GBC81pKpHhj_x6-gJRIoeGNhdDpzZXJ2aWNlX2FyZWFfYnVzaW5lc3NfcGFpbnRlcjplbi1VUw&scp=Cih4Y2F0OnNlcnZpY2VfYXJlYV9idXNpbmVzc19wYWludGVyOmVuLVVTEhgaEgk7CD_TpU_CiRFi_nfhBo8LyDjXuT4,,New York,Brooklyn,NY,,,google_sponsored,new,2026-08-01T18:46:04.616+00:00
glsa:7537035000:brooklyn,Feel Flow Space,painter,(332) 333-3036,,https://www.google.com/localservices/profile?cs=0&q=Feel+Flow+Space&spp=Ej4KEgj4jfiJHBDUzbnhKBj_x6-gJRIoeGNhdDpzZXJ2aWNlX2FyZWFfYnVzaW5lc3NfcGFpbnRlcjplbi1VUw&scp=Cih4Y2F0OnNlcnZpY2VfYXJlYV9idXNpbmVzc19wYWludGVyOmVuLVVTEhgaEgk7CD_TpU_CiRFi_nfhBo8LyDjXuT4,,New York,Brooklyn,NY,,,google_sponsored,new,2026-08-01T18:46:04.616+00:00
glsa:8290282001:brooklyn,Paint Squad NYC,painter,(646) 342-3743,,https://www.google.com/localservices/profile?cs=0&q=Paint+Squad+NYC&spp=Ej4KEgiR1I7xHhCFqK6JKRj_x6-gJRIoeGNhdDpzZXJ2aWNlX2FyZWFfYnVzaW5lc3NfcGFpbnRlcjplbi1VUw&scp=Cih4Y2F0OnNlcnZpY2VfYXJlYV9idXNpbmVzc19wYWludGVyOmVuLVVTEhgaEgk7CD_TpU_CiRFi_nfhBo8LyDjXuT4,,New York,Brooklyn,NY,,,google_sponsored,new,2026-08-01T18:46:04.616+00:00
glsa:578536934:brooklyn,Be Colouring LLC,painter,(937) 553-1572,,https://www.google.com/localservices/profile?cs=0&q=Be+Colouring+LLC&spp=Ej4KEgjmi--TAhCOqaX-EBj_x6-gJRIoeGNhdDpzZXJ2aWNlX2FyZWFfYnVzaW5lc3NfcGFpbnRlcjplbi1VUw&scp=Cih4Y2F0OnNlcnZpY2VfYXJlYV9idXNpbmVzc19wYWludGVyOmVuLVVTEhgaEgk7CD_TpU_CiRFi_nfhBo8LyDjXuT4,,New York,Brooklyn,NY,,,google_sponsored,new,2026-08-01T18:46:04.616+00:00
glsa:6796127490:brooklyn,Making Looks Good Corp,painter,(347) 760-7551,,https://www.google.com/localservices/profile?cs=0&q=Making+Looks+Good+Corp&spp=Ej4KEgiC2tKoGRCu-4ayIhj_x6-gJRIoeGNhdDpzZXJ2aWNlX2FyZWFfYnVzaW5lc3NfcGFpbnRlcjplbi1VUw&scp=Cih4Y2F0OnNlcnZpY2VfYXJlYV9idXNpbmVzc19wYWludGVyOmVuLVVTEhgaEgk7CD_TpU_CiRFi_nfhBo8LyDjXuT4,,New York,Brooklyn,NY,,,google_sponsored,new,2026-08-01T18:46:04.616+00:00
glsa:8163072625:brooklyn,Star Construction industries inc.,painter,(516) 998-4133,,https://www.google.com/localservices/profile?cs=0&q=Star+Construction+industries+inc.&spp=Ej4KEgjxtLq0HhCaxOf_KBj_x6-gJRIoeGNhdDpzZXJ2aWNlX2FyZWFfYnVzaW5lc3NfcGFpbnRlcjplbi1VUw&scp=Cih4Y2F0OnNlcnZpY2VfYXJlYV9idXNpbmVzc19wYWludGVyOmVuLVVTEhgaEgk7CD_TpU_CiRFi_nfhBo8LyDjXuT4,,New York,Brooklyn,NY,,,google_sponsored,new,2026-08-01T18:46:04.616+00:00
glsa:6963291758:brooklyn,"In & Out Construction, LLC",painter,(917) 642-1804,,"https://www.google.com/localservices/profile?cs=0&q=In+%26+Out+Construction,+LLC&spp=Ej4KEgjuzK34GRDzionMKBj_x6-gJRIoeGNhdDpzZXJ2aWNlX2FyZWFfYnVzaW5lc3NfcGFpbnRlcjplbi1VUw&scp=Cih4Y2F0OnNlcnZpY2VfYXJlYV9idXNpbmVzc19wYWludGVyOmVuLVVTEhgaEgk7CD_TpU_CiRFi_nfhBo8LyDjXuT4",,New York,Brooklyn,NY,,,google_sponsored,new,2026-08-01T18:46:04.616+00:00
glsa:6955925242:brooklyn,Juliotte Ent. LLC,painter,(347) 880-5585,,https://www.google.com/localservices/profile?cs=0&q=Juliotte+Ent.+LLC&spp=Ej4KEgj6_ev0GRCyiMHLKBj_x6-gJRIoeGNhdDpzZXJ2aWNlX2FyZWFfYnVzaW5lc3NfcGFpbnRlcjplbi1VUw&scp=Cih4Y2F0OnNlcnZpY2VfYXJlYV9idXNpbmVzc19wYWludGVyOmVuLVVTEhgaEgk7CD_TpU_CiRFi_nfhBo8LyDjXuT4,,New York,Brooklyn,NY,,,google_sponsored,new,2026-08-01T18:46:04.616+00:00
glsa:7941073129:brooklyn,Fiuza Propainters,painter,(570) 780-8331,,https://www.google.com/localservices/profile?cs=0&q=Fiuza+Propainters&spp=Ej4KEgjp0czKHRCI5sD0KBj_x6-gJRIoeGNhdDpzZXJ2aWNlX2FyZWFfYnVzaW5lc3NfcGFpbnRlcjplbi1VUw&scp=Cih4Y2F0OnNlcnZpY2VfYXJlYV9idXNpbmVzc19wYWludGVyOmVuLVVTEhgaEgk7CD_TpU_CiRFi_nfhBo8LyDjXuT4,,New York,Brooklyn,NY,,,google_sponsored,new,2026-08-01T18:46:04.616+00:00
glsa:6894649348:brooklyn,GJ Remodeling LLC,painter,(718) 603-3732,,https://www.google.com/localservices/profile?cs=0&q=GJ+Remodeling+LLC&spp=Ej4KEgiEgNDXGRDGmZ_HKBj_x6-gJRIoeGNhdDpzZXJ2aWNlX2FyZWFfYnVzaW5lc3NfcGFpbnRlcjplbi1VUw&scp=Cih4Y2F0OnNlcnZpY2VfYXJlYV9idXNpbmVzc19wYWludGVyOmVuLVVTEhgaEgk7CD_TpU_CiRFi_nfhBo8LyDjXuT4,,New York,Brooklyn,NY,,,google_sponsored,new,2026-08-01T18:46:04.616+00:00
glsa:1192349010:brooklyn,Best European Construction,painter,(646) 260-4269,,https://www.google.com/localservices/profile?cs=0&q=Best+European+Construction&spp=Ej4KEgjSmse4BBD_u_OsDBj_x6-gJRIoeGNhdDpzZXJ2aWNlX2FyZWFfYnVzaW5lc3NfcGFpbnRlcjplbi1VUw&scp=Cih4Y2F0OnNlcnZpY2VfYXJlYV9idXNpbmVzc19wYWludGVyOmVuLVVTEhgaEgk7CD_TpU_CiRFi_nfhBo8LyDjXuT4,,New York,Brooklyn,NY,,,google_sponsored,new,2026-08-01T18:46:04.616+00:00
glsa:6683444366:brooklyn,Monarch Contracting Group,painter,(212) 540-1195,,https://www.google.com/localservices/profile?cs=0&q=Monarch+Contracting+Group&spp=Ej4KEgiOifXyGBDy67yGIhj_x6-gJRIoeGNhdDpzZXJ2aWNlX2FyZWFfYnVzaW5lc3NfcGFpbnRlcjplbi1VUw&scp=Cih4Y2F0OnNlcnZpY2VfYXJlYV9idXNpbmVzc19wYWludGVyOmVuLVVTEhgaEgk7CD_TpU_CiRFi_nfhBo8LyDjXuT4,,New York,Brooklyn,NY,,,google_sponsored,new,2026-08-01T18:46:04.616+00:00
glsa:6904540985:brooklyn,Ariel Construction,painter,(917) 426-9611,,https://www.google.com/localservices/profile?cs=0&q=Ariel+Construction&spp=Ej4KEgi53qvcGRDuqN3JKBj_x6-gJRIoeGNhdDpzZXJ2aWNlX2FyZWFfYnVzaW5lc3NfcGFpbnRlcjplbi1VUw&scp=Cih4Y2F0OnNlcnZpY2VfYXJlYV9idXNpbmVzc19wYWludGVyOmVuLVVTEhgaEgk7CD_TpU_CiRFi_nfhBo8LyDjXuT4,,New York,Brooklyn,NY,,,google_sponsored,new,2026-08-01T18:46:04.616+00:00
glsa:7743086068:brooklyn,Flixermen,painter,(646) 355-8160,,https://www.google.com/localservices/profile?cs=0&q=Flixermen&spp=Ej4KEgj0u5jsHBCg7vbsKBj_x6-gJRIoeGNhdDpzZXJ2aWNlX2FyZWFfYnVzaW5lc3NfcGFpbnRlcjplbi1VUw&scp=Cih4Y2F0OnNlcnZpY2VfYXJlYV9idXNpbmVzc19wYWludGVyOmVuLVVTEhgaEgk7CD_TpU_CiRFi_nfhBo8LyDjXuT4,,New York,Brooklyn,NY,,,google_sponsored,new,2026-08-01T18:46:04.616+00:00
glsa:1591082345:brooklyn,Home Improvement NY NJ,painter,(646) 820-4212,,https://www.google.com/localservices/profile?cs=0&q=Home+Improvement+NY+NJ&spp=Ej4KEgjp-tf2BRD8zPWRFxj_x6-gJRIoeGNhdDpzZXJ2aWNlX2FyZWFfYnVzaW5lc3NfcGFpbnRlcjplbi1VUw&scp=Cih4Y2F0OnNlcnZpY2VfYXJlYV9idXNpbmVzc19wYWludGVyOmVuLVVTEhgaEgk7CD_TpU_CiRFi_nfhBo8LyDjXuT4,,New York,Brooklyn,NY,,,google_sponsored,new,2026-08-01T18:46:04.616+00:00
glsa:8437660262:brooklyn,Quisqueya Contracting Group,painter,(929) 423-6707,,https://www.google.com/localservices/profile?cs=0&q=Quisqueya+Contracting+Group&spp=Ej4KEgjm9LG3HxDguN2PKRj_x6-gJRIoeGNhdDpzZXJ2aWNlX2FyZWFfYnVzaW5lc3NfcGFpbnRlcjplbi1VUw&scp=Cih4Y2F0OnNlcnZpY2VfYXJlYV9idXNpbmVzc19wYWludGVyOmVuLVVTEhgaEgk7CD_TpU_CiRFi_nfhBo8LyDjXuT4,,New York,Brooklyn,NY,,,google_sponsored,new,2026-08-01T18:46:04.616+00:00
glsa:391291590:brooklyn,ortt wallpapering,painter,(347) 907-2474,,https://www.google.com/localservices/profile?cs=0&q=ortt+wallpapering&spp=Ej4KEgjGxcq6ARCP1KvZJRj_x6-gJRIoeGNhdDpzZXJ2aWNlX2FyZWFfYnVzaW5lc3NfcGFpbnRlcjplbi1VUw&scp=Cih4Y2F0OnNlcnZpY2VfYXJlYV9idXNpbmVzc19wYWludGVyOmVuLVVTEhgaEgk7CD_TpU_CiRFi_nfhBo8LyDjXuT4,,New York,Brooklyn,NY,,,google_sponsored,new,2026-08-01T18:46:04.616+00:00
glsa:362698769:brooklyn,Top Line Reno Corp.,painter,(347) 524-6963,,https://www.google.com/localservices/profile?cs=0&q=Top+Line+Reno+Corp.&spp=Ej4KEgiRsPmsARCJhfeEIhj_x6-gJRIoeGNhdDpzZXJ2aWNlX2FyZWFfYnVzaW5lc3NfcGFpbnRlcjplbi1VUw&scp=Cih4Y2F0OnNlcnZpY2VfYXJlYV9idXNpbmVzc19wYWludGVyOmVuLVVTEhgaEgk7CD_TpU_CiRFi_nfhBo8LyDjXuT4,,New York,Brooklyn,NY,,,google_sponsored,new,2026-08-01T18:46:04.616+00:00
glsa:7044030875:brooklyn,x-tra home remodeling inc,painter,(347) 681-3642,,https://www.google.com/localservices/profile?cs=0&q=x-tra+home+remodeling+inc&spp=Ej4KEgibw-2eGhCi9MDRKBj_x6-gJRIoeGNhdDpzZXJ2aWNlX2FyZWFfYnVzaW5lc3NfcGFpbnRlcjplbi1VUw&scp=Cih4Y2F0OnNlcnZpY2VfYXJlYV9idXNpbmVzc19wYWludGVyOmVuLVVTEhgaEgk7CD_TpU_CiRFi_nfhBo8LyDjXuT4,,New York,Brooklyn,NY,,,google_sponsored,new,2026-08-01T18:46:04.616+00:00
